Time [s],Primary Continuity,Backup Continuity,Low Voltage [V],High Voltage [V],Linear Acceleration X [m/s^2],Linear Acceleration Y [m/s^2],Linear Acceleration Z [m/s^2],Altitude [m],Flight State,Accleration X [m/s^2],Accleration Y [m/s^2],Accleration Z [m/s^2],Gravity Acceleration X [m/s^2],Gravity Acceleration Y [m/s^2],Gravity Acceleration Z [m/s^2],Magnetic Field Strength X [uT],Magnetic Field Strength Y [uT],Magnetic Field Strength Z [uT],Gyro 1,Gyro 2,Gyro 3,Euler Angles 1,Euler Angles 2,Euler Angles 3,Quaternion 1,Quaternion 2,Quaternion 3,Quaternion 4,High Current [A],Temperature,Pressure [hPa],Low Power [W],Low Current [A],High Power [W],Drill imu 1,Drill imu 2,Drill imu 3
704.5835,0,0,4.125,12.54874,3.28,0.77,29.48999,133.35028,2,2.11,1.16,39.21999,-1.16,0.39,9.72,-23.25,-39.5,-91.875,0.11563,-0.06436,0.61305,355,-6.75,-2.375,0.99707,0.01843,0.06018,0.04309,-1.25,33.38593,913.39966,320,78.75,10,-0.70868,-67.58591,2.06141
704.80933,0,0,4.1275,12.55,3.18,-0.26,29.51999,157.82831,2,2.06,0.55,39.21999,-1.15,0.92,9.68999,-25.1875,-37.6875,-90.0625,0.14944,0.1429,1.0821,344.0625,-6.75,-5.5625,0.98749,0.03992,0.06519,0.13776,-1.25,33.37598,910.60303,310,75,10,-1.42694,-63.68575,0.61052
705.01904,0,0,4.12875,12.55,3.77,-0.52,29.56999,184.17706,2,2.65,0.86,39.21999,-1.1,1.35,9.64,-26.5625,-30.875,-90.1875,-0.05236,0.11672,1.61879,328.375,-6.4375,-8,0.95618,0.05164,0.07324,0.27875,0,33.38847,907.65283,310,73.75,0,-0.77812,-60.34344,0.52433
706.12671,0,0,4.1275,12.54874,1.54,-1.54,-15.09999,355.74512,2,1.88,0.2,-5.46,0.33,1.75,9.64,-19.75,2.25,-94.1875,-0.05563,0.01091,0.74395,251.5,2,-10.25,0.58197,0.06677,0.06207,0.80811,-1.25,33.21933,889.11523,310,73.75,10,-2.24576,4.72855,-0.36152
706.33594,0,0,4.085,12.54874,0.65,-1.78,-14.86,386.13135,2,1.22,-0.17,-5.2,0.56,1.61,9.65,-16.75,3.5625,-93.6875,-0.01418,0.05563,0.88357,241.5,3.3125,-9.4375,0.5097,0.06726,0.05585,0.8559,0,33.31133,885.91553,320,217.5,0,-3.27766,4.95839,-1.1133
706.54517,0,0,4.1275,12.55,0.18,-0.83,-14.52999,416.05237,2,2.99,0,-4.89,0.77,1.46,9.66,-13.1875,5.5,-92.6875,-0.02182,0.01091,0.8443,231.125,4.5625,-8.5625,0.43036,0.06854,0.04999,0.89868,0,33.33612,882.80396,310,73.75,10,-3.27527,5.18344,-0.53151
706.75464,0,0,4.1275,12.55,1.24,-1.47,-14.41999,444.82153,2,1.89,-0.38,-4.85,1.01,1.34,9.66,-11.0625,7.5625,-94.1875,0.024,0.01418,0.83558,221.125,5.9375,-7.8125,0.34998,0.07306,0.04559,0.9328,0,33.3537,879.76465,320,76.25,30,-2.30562,4.50589,-0.13168
706.96387,0,0,4.1275,12.55,0.28,-1.59,-14.18999,472.90356,2,1.77,-0.56,-4.46,1.19,1.18,9.66,-7.5625,9.1875,-92.875,0.02945,0.036,0.84103,211.625,7,-6.875,0.27148,0.07556,0.04108,0.95856,-1.25,33.36113,876.90088,310,73.75,10,-2.20266,4.19703,-0.77812
707.1731,0,0,4.1275,12.54874,0.4,-0.65,-14.05,500.90112,2,1.71,0.28,-4.38,1.31,0.92,9.67,-3.75,9.5,-93.5,-0.01527,0.03054,0.86612,202.5625,7.625,-5.4375,0.19525,0.07507,0.03339,0.97729,0,33.36855,873.98926,290,71.25,0,-1.71664,3.65116,-0.14605
707.38232,0,0,4.1275,12.54874,-0.43,-0.85,-13.68999,526.82715,2,1.05,-0.17,-4.02,1.49,0.68,9.66,-0.25,9.5,-92.75,-0.01854,-0.06436,0.89557,192.1875,8.8125,-3.9375,0.1062,0.0802,0.0257,0.99078,-1.25,33.37851,871.27344,290,72.5,10,-1.34554,4.28323,-0.22027
707.5918,0,0,4.12625,12.54874,-0.86,-0.68,-13.55,552.84814,2,0.73,-0.34,-3.88,1.6,0.33,9.66,3.1875,9.875,-92.6875,-0.024,0.06654,1.00465,181.125,9.375,-1.8125,0.01019,0.08209,0.01526,0.99646,1.25,33.37851,868.52734,320,78.75,10,-1.4437,3.98156,0.11971
707.80103,0,0,4.1275,12.55,0.21,-0.57,-13.39,579.86279,2,1.64,-0.61,-3.69,1.43,-0.04,9.7,8.1875,8.75,-92,0.01091,0.08727,1.13992,168.5,8.3125,0.3125,-0.09985,0.07269,0.00439,0.99231,-1.25,33.37851,865.76074,310,73.75,10,-2.15957,3.11486,-0.11971
708.01025,0,0,4.1275,12.54874,-0.08,0.39,-13.14,604.79517,2,1.2,0.08,-3.43,1.29,-0.3,9.71,12,6.75,-92.75,0.048,0.00109,1.01775,155.8125,7.5625,1.8125,-0.20868,0.06793,-0.00183,0.97565,-1.25,33.38593,863.18872,310,71.25,10,-1.1971,2.91853,-0.99359
708.21973,0,0,4.12875,12.54874,-0.03,0.56,-13.09999,629.28394,2,1.18,-0.06,-3.39,1.22,-0.63,9.7,14.5625,4.375,-92.25,-0.06872,-0.01745,1.01229,144.75,7.125,3.8125,-0.30176,0.06958,-0.01306,0.95074,-1.25,33.38359,860.65527,310,75,10,-1.69031,3.0957,0.19872
708.4292,0,0,4.1275,12.54874,0.12,0.55,-13.11,653.56104,2,0.83,0.07,-3.49,1.03,-0.89,9.71,16.1875,2.875,-91.1875,0.036,0.03163,1.0712,132.75,6.0625,5.25,-0.4043,0.06677,-0.021,0.91193,1.25,33.38593,858.25366,310,73.75,10,-1.73101,2.85389,0.11971
708.63843,0,0,4.1275,12.54874,0.55,0.75,-13.07,676.82373,2,1.33,-0.34,-3.35,0.76,-1.11,9.71,18.5,-0.875,-91.5,-0.036,0.03927,1.01993,120.75,4.4375,6.5,-0.49292,0.06189,-0.03021,0.86731,0,33.39101,855.81934,290,70,0,-1.33596,3.28724,-1.27372
708.84766,0,0,4.12625,12.5475,1.18,1.12,-12.79,700.98462,2,1.62,-0.22,-3.09,0.42,-1.36,9.7,19.1875,-4.75,-90.0625,-0.0829,0.03382,0.96538,109.625,2.4375,8,-0.57843,0.0578,-0.04535,0.81244,0,33.38593,853.35498,320,78.75,0,-1.83396,2.7677,0.30646
709.05713,0,0,4.1275,12.54874,1.02,1.17,-12.7,723.20093,2,1.22,-0.27,-3,0.19,-1.45,9.68999,18.5625,-8.375,-90.6875,-0.02073,-0.048,1.01993,97.5,1.0625,8.5,-0.66095,0.0564,-0.04974,0.74664,0,33.39101,851.14673,310,76.25,0,-1.1157,2.89698,-0.04549
709.26636,0,0,4.12875,12.55,0.75,1.29,-12.52,744.86743,2,0.67,-0.23,-2.83,-0.1,-1.53,9.68,16.6875,-11.5,-90.75,-0.02836,0.04036,1.02756,85.6875,-0.5625,8.9375,-0.73425,0.05353,-0.05762,0.67432,-1.25,33.39589,848.94775,290,70,10,-1.01993,2.38702,-0.11253
709.47583,0,0,4.12625,12.54874,1.64,1.01,-12.49,766.05859,2,1.1,-0.5,-2.82,-0.54,-1.51,9.67,17.1875,-13.5625,-89.6875,-0.02291,0.11454,1.04065,73.75,-3.3125,8.875,-0.79706,0.04462,-0.06976,0.59814,0,33.39589,846.65845,310,73.75,0,-1.54187,2.26731,-0.4118
709.68506,0,0,4.1275,12.54874,2.36,1.32,-12.32,787.93652,2,1.28,-0.04,-2.67,-1.07,-1.36,9.65,14.6875,-17.5625,-89.6875,0.00873,0.07636,1.04938,61.625,-6.375,8,-0.85529,0.03094,-0.08386,0.51044,0,33.39844,844.52344,310,75,0,-1.34315,2.5163,-0.00718
709.89429,0,0,4.1275,12.55,2.44,0.79,-12.13,808.49341,2,1.08,-0.31,-2.48,-1.36,-1.1,9.64,11.25,-20.1875,-88.75,-0.01309,-0.03927,0.97848,49.75,-8,6.4375,-0.90356,0.0213,-0.0871,0.41901,0,33.39101,842.55396,330,80,0,-1.28569,2.14042,-0.18196
710.10352,0,0,4.1275,12.54874,1.8,0.57,-11.98,827.48608,2,0.55,-0.05,-2.32,-1.45,-0.94,9.65,8.6875,-22.0625,-91.25,-0.05781,-0.01963,0.8923,39.1875,-8.5,5.5,-0.93823,0.01996,-0.08643,0.33441,-1.25,33.38847,840.54492,310,75,10,-0.73741,2.21464,0.01676
711.20972,0,0,4.12875,12.54874,2.63,-0.82,-11.33,925.62012,2,0.35,0.07,-1.83,-2.27,0.89,9.49,-7.5625,-22.25,-90.0625,0.00218,0.01963,0.88248,343.25,-13.375,-5.5,-0.98151,-0.02979,-0.12238,-0.14417,0,33.22168,830.80078,310,73.75,0,-0.96726,1.47243,-0.16041
711.41943,0,0,4.1275,12.54874,2.33,-1.44,-11.16999,942.11841,2,0.24,-0.12,-1.68,-2.08,1.31,9.49,-12,-20.6875,-88.875,0.012,0.00764,0.86939,333,-12.1875,-7.9375,-0.9646,-0.04156,-0.11975,-0.23114,0,33.31641,829.13232,310,75,0,-0.94571,1.2785,-0.06704
711.62866,0,0,4.1275,12.54874,2.13,-1.8,-11.13,958.24707,2,0.27,-0.14,-1.65,-1.86,1.65,9.48,-13.1875,-16.5625,-90,0.00436,0.024,0.83339,323.0625,-10.8125,-10,-0.9408,-0.05157,-0.11743,-0.31378,0,33.34608,827.54565,310,73.75,0,-0.63207,1.34554,0.04788
711.83789,0,0,4.1275,12.54874,1.82,-2.23,-11.04,973.82593,2,0.17,-0.18,-1.51,-1.62,1.94,9.47,-15.0625,-14.375,-89.5625,0.00109,0.03709,0.78649,314.0625,-9.5,-11.5625,-0.9115,-0.06006,-0.11572,-0.39008,-1.25,33.36113,825.99683,290,72.5,10,-0.60813,1.16598,-0.03831
712.04712,0,0,4.12875,12.55,1.58,-2.37,-10.87,989.32007,2,0.18,-0.22,-1.41,-1.38,2.15,9.46,-17.6875,-11.25,-89.5625,-0.012,0.05127,0.75158,305.125,-8.0625,-12.8125,-0.87982,-0.06573,-0.11432,-0.4566,-1.25,33.36601,824.43701,290,70,10,-0.35674,1.18274,0.07901
712.25659,0,0,4.12625,12.54874,1.25,-2.46,-10.79,1004.30713,2,0.1,-0.11,-1.34,-1.14,2.35,9.45,-17.6875,-9.5,-89.6875,0.00654,0.05781,0.7614,296.1875,-6.6875,-13.9375,-0.83942,-0.07196,-0.11389,-0.52655,-1.25,33.37109,822.93872,320,78.75,10,-0.46208,0.88107,0.1221
712.46582,0,0,4.1275,12.54874,0.86,-2.76,-10.73,1018.5647,2,-0.01,-0.23,-1.3,-0.86,2.54,9.43,-18.75,-7.6875,-90,0.02727,0.04909,0.74613,287.3125,-5.0625,-15.0625,-0.79584,-0.07941,-0.11359,-0.58942,-1.25,33.37851,821.49561,310,75,10,-0.4525,0.8667,-0.05507
712.67505,0,0,4.1275,12.54874,0.79,-2.87,-10.62,1032.75879,2,0.2,-0.2,-1.21,-0.57,2.67,9.41,-19.0625,-8,-90,0.00654,0.04145,0.74067,278.75,-3.3125,-15.8125,-0.74915,-0.08569,-0.11206,-0.64722,0,33.38104,820.15283,290,71.25,0,-0.30885,0.85234,0.30406
712.88428,0,0,4.1275,12.54874,0.37,-2.94,-10.58,1046.05469,2,0.12,-0.15,-1.18,-0.24,2.78,9.4,-18,-2.25,-90.5625,0.02509,0.02291,0.73958,269.9375,-1.3125,-16.5,-0.69946,-0.09314,-0.10986,-0.70001,-1.25,33.38847,818.85547,290,72.5,10,-0.31125,0.63207,0.22745
713.09351,0,0,4.10375,12.54874,0,-2.97,-10.48,1059.1499,2,0.15,-0.11,-1.1,0.15,2.85,9.38,-17.5625,-0.5,-90.1875,0.04691,0.00545,0.74067,261.3125,1,-16.9375,-0.64447,-0.10284,-0.10596,-0.75024,1.25,33.38104,817.54614,310,73.75,10,-0.36152,0.66798,0.16999
713.30273,0,0,4.1275,12.54874,-0.63,-2.98,-10.36,1071.74854,2,-0.01,-0.06,-1.02,0.61,2.91,9.34,-18,1,-90.875,0.0709,-0.03163,0.73086,252.6875,3.75,-17.3125,-0.58575,-0.11597,-0.10168,-0.79565,-1.25,33.39589,816.3186,320,80,10,-0.32322,0.67038,0.0407
713.52319,0,0,4.1275,12.55,-1.15,-3.02,-10.25,1084.55811,2,-0.02,-0.1,-0.96,1.12,2.92,9.29,-18.25,2.5625,-91.1875,0.06,-0.04036,0.68177,244.125,6.75,-17.4375,-0.52386,-0.13055,-0.09625,-0.83618,0,33.37598,815.08032,290,72.5,0,-0.48602,0.46448,0.0838
713.73242,0,0,4.13,12.55,-1.62,-2.96,-10.12,1096.30029,2,-0.08,-0.15,-0.84,1.59,2.84,9.24,-17.1875,3.75,-90.1875,0.06,-0.01636,0.66759,236.3125,9.4375,-17.0625,-0.46533,-0.14282,-0.09009,-0.8689,-1.25,33.39355,814.00391,310,75,10,-0.28252,0.52433,0.15323
713.94165,0,0,4.1275,12.55,-2.1,-2.86,-10.02,1107.18652,2,-0.13,-0.13,-0.79,1.96,2.69,9.21,-16.875,6.0625,-88.875,0.04581,0,0.63923,229,11.5625,-16.3125,-0.40601,-0.15112,-0.08453,-0.89734,-1.25,33.38593,812.8833,290,72.5,10,-0.22266,0.47645,0.11013
714.15088,0,0,4.12875,12.55,-2.37,-2.64,-9.97,1117.90381,2,-0.11,-0.12,-0.76,2.26,2.5,9.2,-15.0625,6.0625,-89.5625,0.048,0.02945,0.62068,221.625,13.375,-15.25,-0.35016,-0.15607,-0.07965,-0.92017,-2.5,33.39355,811.85547,290,73.75,30,-0.14605,0.41659,0.22505
714.36011,0,0,4.12625,12.5475,-2.55,-2.33,-9.95,1128.09229,2,-0.04,-0.02,-0.75,2.5,2.31,9.18999,-13.0625,7.5625,-89.375,0.04691,0.02073,0.59668,214.4375,14.8125,-14,-0.29169,-0.15979,-0.0752,-0.94006,0,33.39589,810.79346,320,78.75,0,-0.18196,0.35434,0.10774
714.56934,0,0,4.1275,12.55,-2.74,-2.22,-9.87,1138.5874,2,0,-0.14,-0.69,2.74,2.07,9.18,-12,8.5,-89.6875,0.02727,-0.00436,0.55305,207.6875,16.3125,-12.6875,-0.23578,-0.16455,-0.06976,-0.9552,-1.25,33.39101,809.84326,310,73.75,10,-0.24181,0.29928,0.14605
714.77881,0,0,4.12875,12.55,-3.04,-1.92,-9.83,1147.89893,2,-0.05,-0.11,-0.67,2.99,1.81,9.16,-11.1875,8.5,-89.1875,0.01854,-0.03382,0.50942,201.5625,17.8125,-11.125,-0.18427,-0.17047,-0.06274,-0.96594,0,33.39101,808.92627,290,71.25,0,-0.0838,0.26097,0.13647
714.98804,0,0,4.1275,12.55,-3.47,-1.7,-9.77999,1157.17822,2,-0.22,-0.17,-0.65,3.25,1.52,9.12,-9.375,9.5625,-88.75,0.01527,-0.05781,0.50833,195.6875,19.4375,-9.375,-0.13452,-0.17859,-0.05463,-0.97314,-1.25,33.39355,808.03589,320,78.75,10,-0.12689,0.33519,0.21548
715.19727,0,0,4.12625,12.55,-3.74,-1.47,-9.7,1165.52783,2,-0.24,-0.25,-0.62,3.49,1.22,9.08,-8.1875,10.75,-89.375,0.01527,-0.05563,0.47451,190,20.9375,-7.5625,-0.08557,-0.18695,-0.04651,-0.97754,0,33.39844,807.21777,310,75,0,-0.16041,0.20351,0.17957
716.30444,0,0,4.1275,12.54874,-4.42,0.71,-9.32,1203.49219,2,-0.22,0.03,-0.48,4.2,-0.67,8.83,-5.25,15.375,-86,-0.04691,-0.11236,0.30325,170.125,25.4375,4.4375,0.0835,-0.2226,0.01715,-0.97119,-1.25,33.22675,803.57593,290,72.5,10,-0.28491,0.06225,0.10774
716.51392,0,0,4.1275,12.55125,-4.53,0.81,-9.27,1209.54834,2,-0.18,-0.15,-0.54,4.34,-0.97,8.73,-5.25,16.1875,-85.5625,-0.00545,-0.11672,0.31416,166.375,26.3125,6.4375,0.11493,-0.23297,0.02454,-0.96533,-2.5,33.31133,802.99561,320,78.75,30,-0.19393,0.11013,0.16041
716.72339,0,0,4.1275,12.55,-4.67,1.09,-9.07,1214.90674,2,-0.16,-0.21,-0.46,4.51,-1.3,8.6,-5.1875,16.5625,-85,-0.02509,-0.13963,0.30543,162.9375,27.4375,8.6875,0.14331,-0.24573,0.03369,-0.95813,-2.5,33.34375,802.4895,310,75,30,-0.3304,0.05267,0.09577
716.93262,0,0,4.1275,12.54874,-4.77,1.61,-8.93,1220.08545,2,-0.11,-0.01,-0.45,4.66,-1.63,8.47,-5.1875,16.6875,-83.75,-0.04254,-0.13635,0.26398,159.3125,28.375,11,0.17279,-0.25824,0.04138,-0.94958,1.25,33.36366,802.02075,310,75,10,-0.15083,0.0814,0.09098
717.14185,0,0,4.1275,12.54874,-5,1.83,-8.75,1224.51416,2,-0.14,-0.08,-0.45,4.85,-1.91,8.3,-5.1875,17.875,-81.25,-0.05672,-0.17671,0.16362,157,29.75,13.0625,0.1911,-0.27362,0.04907,-0.94141,-1.25,33.37109,801.54639,320,75,10,-0.1245,0.02155,0.2083
717.35107,0,0,4.12875,12.54874,-5.24,1.95,-8.51,1228.78418,2,-0.18,-0.18,-0.42,5.1,-2.17,8.08,-5.5625,18.75,-80.5625,-0.06,-0.19635,0.13963,155.25,31.3125,15,0.20496,-0.29187,0.05548,-0.93256,0,33.37363,801.17114,290,71.25,0,-0.18675,0.05746,0.18435
717.5603,0,0,4.1275,12.54874,-5.53,2.17,-8.27,1232.88477,2,-0.15,-0.22,-0.43,5.38,-2.4,7.83,-7.0625,20,-77.5625,-0.06436,-0.22035,0.08945,153.75,33.3125,17.0625,0.21503,-0.31152,0.06036,-0.92358,0,33.37851,800.83179,290,72.5,0,-0.12689,0.05986,0.17717
717.76953,0,0,4.1275,12.55,-5.88,2.38,-7.97,1236.27734,2,-0.17,-0.18,-0.42,5.72,-2.57,7.53,-9.375,20.6875,-75.875,-0.07309,-0.24544,0.00327,153,35.6875,18.8125,0.21918,-0.33441,0.06323,-0.91443,-1.25,33.37598,800.49097,320,78.75,10,-0.11013,0.05746,0.20351
717.97876,0,0,4.12875,12.55,-6.28,2.47,-7.6,1239.24756,2,-0.16,-0.13,-0.4,6.14,-2.61,7.18,-11.5625,21.5625,-74,-0.09163,-0.2618,-0.14181,153.625,38.75,19.9375,0.21136,-0.36139,0.06268,-0.90594,0,33.38359,800.24023,310,73.75,0,-0.16041,0.1245,0.13647
718.18799,0,0,4.1275,12.55,-6.81,2.32,-7.22,1241.59375,2,-0.2,-0.15,-0.42,6.61,-2.47,6.8,-14.5625,23.5,-70.375,-0.10472,-0.27816,-0.26834,156.1875,42.5625,20,0.18951,-0.38837,0.05811,-0.8999,-1.25,33.38359,800.01636,290,72.5,10,-0.14126,0.03112,0.17238
718.39722,0,0,4.1275,12.55,-7.3,2.05,-6.75,1243.57031,2,-0.15,-0.13,-0.4,7.14,-2.19,6.34,-18.6875,22.6875,-69.25,-0.10036,-0.29452,-0.35016,159.8125,46.9375,18.9375,0.15881,-0.41827,0.04974,-0.89294,0,33.38593,799.80469,310,73.75,30,-0.17717,0.0407,0.18675
718.60645,0,0,4.12625,12.54874,-7.81,1.52,-6.25,1245.24023,2,-0.12,-0.18,-0.4,7.68,-1.71,5.84,-22.0625,22.6875,-66.875,-0.08399,-0.31961,-0.41015,164.4375,51.8125,16.125,0.12036,-0.4494,0.03619,-0.88446,0,33.37851,799.68408,290,73.75,10,-0.30646,0.07661,0.11492
718.81567,0,0,4.1275,12.54874,-8.26,0.98,-5.7,1246.40283,2,-0.08,-0.14,-0.41,8.17,-1.13,5.28,-27,21.5625,-61.375,-0.06109,-0.33925,-0.42324,169.125,56.5,12.0625,0.08105,-0.48096,0.01971,-0.87274,0,33.38359,799.5918,320,78.75,0,-0.32322,0.05746,0.11732
719.02515,0,0,4.12625,12.54874,-8.58,0.39,-5.14,1245.7793,2,0,-0.16,-0.42,8.6,-0.51,4.67,-32.5625,19.1875,-58,-0.02836,-0.35888,-0.3567,173.875,61.5,6,0.04584,-0.51276,0.00171,-0.8573,-1.25,33.38104,799.4917,320,76.25,10,1.8148,-0.47405,-0.62967
719.23438,0,0,4.12625,12.55,-9.24,-0.37,-4.46,1248.12549,2,-0.66,-0.56,-0.17,8.97,0.06,3.96,-36,17.375,-53.875,-0.05018,-0.37088,-0.43306,178.75,66.3125,-1.5,0.00873,-0.54718,-0.01202,-0.83685,-1.25,33.37598,799.43213,900,220,10,-0.83318,0.42138,-0.09816
719.4436,0,0,4.09,12.55,-8.93999,-0.85,-4.46,1248.13623,2,0.22,-0.15,-1.06,9.18,0.72,3.37,-40.0625,15.375,-49.875,-0.07199,-0.28471,-0.35997,183.8125,69.375,-12.0625,-0.02911,-0.5733,-0.02655,-0.81842,0,33.38847,799.47241,310,73.75,0,-0.82361,0.80685,-0.19872
719.65283,0,0,4.1275,12.54874,-8.97,-1.22,-3.95,1247.86133,2,0.27,0.11,-0.97,9.24,1.37,2.95,-43.0625,12.375,-47.375,0.00218,-0.16581,-0.39161,188.5625,70.5,-24.9375,-0.06036,-0.58929,-0.04321,-0.8045,0,33.38593,799.49341,290,72.5,0,-0.87867,0.69432,-0.36152
719.86206,0,0,4.1275,12.55,-8.34,-1.97,-3.43,1247.63916,2,0.82,0.2,-0.7,9.16,2.17,2.72,-45.5625,10.0625,-44.75,0.00654,-0.10799,-0.48433,193.875,69,-39.1875,-0.09674,-0.59717,-0.06982,-0.79321,-1.25,33.38593,799.54517,290,72.5,10,-1.25935,0.90261,-1.1133
720.07129,0,0,4.125,12.54874,-7.88,-2.73,-3.3,1246.85693,2,1.04,0.37,-0.71,8.93,3.1,2.58,-46.375,5.875,-44.6875,-0.08508,-0.036,-0.5356,200.3125,65.4375,-50.5625,-0.14038,-0.59875,-0.09784,-0.78241,0,33.38104,799.45142,320,76.25,0,0.87628,2.19069,-2.00395
720.28052,0,0,4.1275,12.55,-8.48,-4.18,-6.25,1246.58252,2,0.15,-0.2,-3.89,8.64,3.98,2.35,-46.375,1.75,-43.75,0.02509,-0.31743,-0.41888,206.25,61.6875,-59.875,-0.17896,-0.60443,-0.12622,-0.76593,1.25,33.38359,799.70483,310,73.75,10,-0.92895,1.95127,-2.16675
721.39429,0,0,4.1275,12.55,-5.62,-4.89,-0.23,1234.66064,2,0.64,1.91,-3.48,6.26,6.8,-3.25,-46.375,-21.5,-9.1875,0.03163,0.30543,-0.32616,215.875,39.625,-115.3125,-0.17853,-0.70953,-0.40173,-0.55066,-1.25,33.22421,800.81055,310,75,10,-1.33118,2.90656,-3.0981
721.60376,0,0,4.12625,12.55,-3.98,-5.07,-0.87,1233.3501,2,2.04,2.16,-3.59,6.02,7.24,-2.71,-44.1875,-25.0625,-11.5625,-0.33052,0.13744,-0.22689,217.875,37.8125,-110.25,-0.19556,-0.68103,-0.4162,-0.56989,0,33.32129,800.9231,320,77.5,0,-2.63123,3.07894,-3.21781
721.81299,0,0,4.12625,12.54874,-3.53,-3.98,-1.24,1232.0498,2,2.32,3.55,-3.46,5.85,7.54,-2.22,-43.375,-25.5,-14.375,-0.34688,-0.22035,0.02182,223.5,36.625,-106.3125,-0.23065,-0.6748,-0.39685,-0.57788,0,33.35858,801.20117,320,76.25,0,-3.56497,2.44209,-2.03268
722.02246,0,0,4.1275,12.55,-0.46,-5.48,-0.73,1228.58301,2,4.01,2.82,-3.32,5.9,7.4,-2.54,-43.75,-23.5625,-12.25,0.34143,-0.25744,0.18762,224.4375,37,-108.875,-0.22906,-0.69397,-0.38733,-0.56207,0,33.37598,801.51294,320,77.5,0,-3.97437,3.03106,-2.61926
722.23169,0,0,4.125,12.55,-4.02,-2.2,0.42,1222.97119,2,2.02,4.55,-3.31,6.04,6.7,-3.82,-44.875,-22.0625,-6.875,0.73413,-0.56614,0.39815,220.5625,38.0625,-119.625,-0.18903,-0.74109,-0.38708,-0.51501,-1.25,33.37851,802.03247,320,76.25,10,-3.27527,3.39019,-2.18351
722.44092,0,0,4.12625,12.54874,-3.33,-3.87,1.3,1216.78809,2,2.57,1.64,-4.32,5.96,5.2,-5.79,-46.375,-16.5,2.5625,0.90539,-0.9283,0.62505,212.25,37.4375,-138.0625,-0.12262,-0.81226,-0.37494,-0.42969,-1.25,33.38104,802.94995,310,75,10,-1.56581,6.17943,-0.4142
722.65015,0,0,4.1275,12.55,-3.83,-3.19,1.97,1209.67529,2,1.19,0.11,-5.77,4.94,3.2,-7.83,-45.5,-7.6875,16.375,0.71449,-1.40172,0.89775,139.6875,30.25,-157.6875,-0.06805,-0.89417,-0.32336,-0.30219,0,33.38847,803.54248,290,72.5,0,0.12929,6.6463,-0.39504
722.85938,0,0,4.1275,12.55125,-3.28,-2.38,2.54,1203.12207,2,-0.5,-0.8,-6.72,2.77,1.57,-9.27,-36.6875,2.875,30.5625,0.3447,-1.61552,0.93048,151.1875,15.625,-170.6875,-0.04199,-0.95654,-0.24548,-0.15167,-1.25,33.39101,804.01831,290,72.5,10,-0.10534,6.25365,-0.00718
723.0686,0,0,4.12625,12.54874,-2.26,-1.58,4.25,1199.60254,2,-2.08,-0.51,-5.48,0.18,1.07,-9.74,-23.6875,10.1875,39.375,-0.08727,-1.15628,0.83339,162.375,0.4375,-173.625,-0.05377,-0.98676,-0.15265,-0.0127,-1.25,33.4035,804.2644,290,75,10,0.70868,5.3678,-0.33279
723.27783,0,0,4.125,12.54874,-0.68,-0.97,4.75,1197.85889,2,-1.84,0.56,-4.86,-1.15,1.53,-9.61,-10.75,13.25,44.875,-0.28034,-0.3327,0.42324,324.375,-6.875,-170.6875,0.03296,-0.30414,0.94733,0.09503,0,33.39589,804.62378,350,82.5,0,0.08859,7.04135,-0.27054
723.48706,0,0,4.125,12.55,0.55,-2.29,1.63,1191.67578,2,-1.18,0.51,-7.93,-0.99,1.82,-9.58,-8.75,8.875,45.5,0.00218,0.52578,-0.42433,322.8125,-5.5,-169.25,0.0163,-0.31665,0.94269,0.10376,0,33.39355,805.29858,310,73.75,0,-0.11732,8.10916,0.25379
723.69629,0,0,4.12625,12.55,-1.15,-0.55,2.14,1183.60107,2,-0.92,0.55,-6.89,0.72,1.26,-9.68999,-17.5,10,41.875,0.39052,1.43335,-1.36899,309.0625,4.875,-172.75,-0.06598,-0.42859,0.90027,0.03839,-1.25,33.39101,805.94312,310,73.75,10,-0.76854,10.18972,-0.72784
723.90552,0,0,4.1275,12.54874,-2.68,-1.15,-0.03,1181.02246,2,1.28,0.32,-8.27999,3.42,1.19,-9.11,-32.6875,6.25,35.875,0.29671,1.51625,-1.62425,288.875,21.0625,-172.25,-0.18646,-0.5705,0.79797,-0.05481,-1.25,33.38593,806.18335,290,72.5,10,-0.34476,5.65271,-1.31442
724.11475,0,0,4.12625,12.54874,-2.65,-2.04,0.25,1176.75244,2,3.37,1.01,-8.07,4.85,2.15,-8.24,-41.25,-2.6875,25.375,0.14072,0.54105,-1.321,270.25,29.6875,-165.375,-0.26367,-0.67682,0.67981,-0.10126,0,33.38104,806.69556,290,72.5,0,-1.68073,6.08366,-1.28329
724.32422,0,0,4.12625,12.55,-1.72,-2.36,1.92,1170.90771,2,2.37,0.31,-6.56,4.1,2.67,-8.49,-39.5625,-12.0625,24.375,0.31198,-0.84321,-0.65995,259.125,24.1875,-162.5625,-0.24384,-0.74548,0.61591,-0.0733,0,33.38847,807.3064,310,73.75,10,-0.2873,9.44512,-0.4549
724.53345,0,0,4.125,12.54874,-1.1,-1.93,-0.48,1163.39307,2,0.43,0.29,-9.9,1.54,2.23,-9.42,-30.875,-13.75,33.6875,0.40688,-1.71588,-0.11781,256.9375,8.0625,-166.875,-0.13281,-0.7757,0.61682,0.01483,-1.25,33.39101,808.08667,320,76.25,10,-0.39983,9.77552,-0.33519
